ST_CD,MAJCAT,MERCHCAT,CLR,MC_CLR_CONT_1,MC_CLR_CONT_2,MC_CLR_CONT_3,MC_CLR_CONT_4,MC_CLR_CONT_5,MC_CLR_CONT_6,MC_CLR_CONT_7,MC_CLR_CONT_8,MC_CLR_CONT_9,MC_CLR_CONT_10,MC_CLR_CONT_11,MC_CLR_CONT_12
HG10,M_JEANS,M_BLU_JEANS,BL,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HG10,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HG10,M_JEANS,M_BLU_JEANS,OL_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG10,M_JEANS,M_BLU_JEANS,MNT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_BLU_JEANS,L_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HG10,M_JEANS,M_COL_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HG10,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HG10,M_JEANS,M_COL_JEANS,D_GRY,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HG10,M_JEANS,M_COL_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HG10,M_JEANS,M_COL_JEANS,D_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HG10,M_JEANS,M_COL_JEANS,L_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_COL_JEANS,L_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG10,M_JEANS,M_COL_JEANS,M_BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HG10,M_JEANS,M_COL_JEANS,M_GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HG10,M_JEANS,M_COL_JEANS,BEG,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG10,M_JEANS,M_COL_JEANS,GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HG10,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG10,M_JEANS,M_COL_JEANS,OL_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG10,M_JEANS,M_COL_JEANS,PST,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HG10,M_JEANS,M_JGR_JEANS,D_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HG10,M_JEANS,M_JGR_JEANS,D_GRY,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HG10,M_JEANS,M_JGR_JEANS,L_GRY,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HG10,M_JEANS,M_JGR_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HG10,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG10,M_JEANS,M_JGR_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HG10,M_JEANS,M_JGR_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG10,M_JEANS,M_JGR_JEANS,GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HG10,M_JEANS,M_JGR_JEANS,NV_BL,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HG10,M_JEANS,M_JGR_JEANS,S_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HG10,M_JEANS,M_JGR_JEANS,OLV,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HG11,M_JEANS,M_BLK_JEANS,BLK,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%,87%
HG11,M_JEANS,M_BLK_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_BLK_JEANS,M_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_BLK_JEANS,M_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HG11,M_JEANS,M_BLK_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HG11,M_JEANS,M_BLK_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_BLU_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HG11,M_JEANS,M_BLU_JEANS,D_BL,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%
HG11,M_JEANS,M_BLU_JEANS,L_BL,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HG11,M_JEANS,M_BLU_JEANS,M_BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HG11,M_JEANS,M_BLU_JEANS,S_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HG11,M_JEANS,M_BLU_JEANS,BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HG11,M_JEANS,M_BLU_JEANS,NV_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG11,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HG11,M_JEANS,M_COL_JEANS,D_GRY,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%,46%
HG11,M_JEANS,M_COL_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HG11,M_JEANS,M_COL_JEANS,D_BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HG11,M_JEANS,M_COL_JEANS,L_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG11,M_JEANS,M_COL_JEANS,L_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HG11,M_JEANS,M_COL_JEANS,M_GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HG11,M_JEANS,M_COL_JEANS,BEG,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_COL_JEANS,GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HG11,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_COL_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG11,M_JEANS,M_JGR_JEANS,D_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HG11,M_JEANS,M_JGR_JEANS,L_GRY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HG11,M_JEANS,M_JGR_JEANS,OL_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HG11,M_JEANS,M_JGR_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HG11,M_JEANS,M_JGR_JEANS,BLK,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HG11,M_JEANS,M_JGR_JEANS,GRY,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%,35%
HH13,M_JEANS,M_BLK_JEANS,BLK,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HH13,M_JEANS,M_BLK_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HH13,M_JEANS,M_BLK_JEANS,L_BL,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HH13,M_JEANS,M_BLK_JEANS,M_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HH13,M_JEANS,M_BLK_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_BLK_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLK_JEANS,CRM,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HH13,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_BLK_JEANS,D_GRN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HH13,M_JEANS,M_BLU_JEANS,BLK,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HH13,M_JEANS,M_BLU_JEANS,D_BL,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HH13,M_JEANS,M_BLU_JEANS,L_BL,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HH13,M_JEANS,M_BLU_JEANS,M_BL,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HH13,M_JEANS,M_BLU_JEANS,M_GRY,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HH13,M_JEANS,M_BLU_JEANS,S_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HH13,M_JEANS,M_BLU_JEANS,BL,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HH13,M_JEANS,M_BLU_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_BLU_JEANS,NV_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_BLU_JEANS,L_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HH13,M_JEANS,M_COL_JEANS,NV_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HH13,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HH13,M_JEANS,M_COL_JEANS,D_GRY,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HH13,M_JEANS,M_COL_JEANS,BLK,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HH13,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HH13,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_COL_JEANS,L_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HH13,M_JEANS,M_COL_JEANS,M_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HH13,M_JEANS,M_COL_JEANS,M_GRY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HH13,M_JEANS,M_COL_JEANS,GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HH13,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HH13,M_JEANS,M_COL_JEANS,OL_GRN,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HH13,M_JEANS,M_COL_JEANS,PST,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HH13,M_JEANS,M_COL_JEANS,S_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_JGR_JEANS,D_BL,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HH13,M_JEANS,M_JGR_JEANS,D_GRY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HH13,M_JEANS,M_JGR_JEANS,OL_GRN,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HH13,M_JEANS,M_JGR_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HH13,M_JEANS,M_JGR_JEANS,BLK,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HH13,M_JEANS,M_JGR_JEANS,GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HH13,M_JEANS,M_JGR_JEANS,OLV,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HI05,M_JEANS,M_BLK_JEANS,BLK,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%,54%
HI05,M_JEANS,M_BLK_JEANS,D_BL,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HI05,M_JEANS,M_BLK_JEANS,L_BL,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HI05,M_JEANS,M_BLK_JEANS,M_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HI05,M_JEANS,M_BLK_JEANS,MNT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HI05,M_JEANS,M_BLK_JEANS,D_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HI05,M_JEANS,M_BLK_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_BLK_JEANS,D_GRN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HI05,M_JEANS,M_BLU_JEANS,BLK,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HI05,M_JEANS,M_BLU_JEANS,D_BL,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%
HI05,M_JEANS,M_BLU_JEANS,L_BL,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HI05,M_JEANS,M_BLU_JEANS,M_BL,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HI05,M_JEANS,M_BLU_JEANS,M_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HI05,M_JEANS,M_BLU_JEANS,S_BL,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HI05,M_JEANS,M_BLU_JEANS,BL,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HI05,M_JEANS,M_BLU_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_COL_JEANS,OLV,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HI05,M_JEANS,M_COL_JEANS,D_GRY,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HI05,M_JEANS,M_COL_JEANS,BLK,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HI05,M_JEANS,M_COL_JEANS,D_BL,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HI05,M_JEANS,M_COL_JEANS,L_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HI05,M_JEANS,M_COL_JEANS,L_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HI05,M_JEANS,M_COL_JEANS,M_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HI05,M_JEANS,M_COL_JEANS,M_GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HI05,M_JEANS,M_COL_JEANS,BEG,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HI05,M_JEANS,M_COL_JEANS,GRY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HI05,M_JEANS,M_COL_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HI05,M_JEANS,M_COL_JEANS,OL_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HI05,M_JEANS,M_COL_JEANS,PST,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HI05,M_JEANS,M_COL_JEANS,S_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HI05,M_JEANS,M_JGR_JEANS,D_BL,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HI05,M_JEANS,M_JGR_JEANS,D_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HI05,M_JEANS,M_JGR_JEANS,OL_GRN,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HI05,M_JEANS,M_JGR_JEANS,BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HI05,M_JEANS,M_JGR_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HI05,M_JEANS,M_JGR_JEANS,S_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HI05,M_JEANS,M_JGR_JEANS,OLV,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ08,M_JEANS,M_BLK_JEANS,BLK,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HJ08,M_JEANS,M_BLK_JEANS,D_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ08,M_JEANS,M_BLK_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_BLK_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_BLK_JEANS,M_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_BLK_JEANS,GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HJ08,M_JEANS,M_BLK_JEANS,MNT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HJ08,M_JEANS,M_BLK_JEANS,L_GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HJ08,M_JEANS,M_BLK_JEANS,CRM,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HJ08,M_JEANS,M_BLK_JEANS,D_GRY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HJ08,M_JEANS,M_BLK_JEANS,PST,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_BLK_JEANS,D_GRN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_BLU_JEANS,BLK,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_BLU_JEANS,D_BL,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HJ08,M_JEANS,M_BLU_JEANS,L_BL,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HJ08,M_JEANS,M_BLU_JEANS,M_BL,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HJ08,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ08,M_JEANS,M_BLU_JEANS,S_BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HJ08,M_JEANS,M_BLU_JEANS,BL,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HJ08,M_JEANS,M_BLU_JEANS,D_GRY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_BLU_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,GRY,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HJ08,M_JEANS,M_BLU_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_BLU_JEANS,L_GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_COL_JEANS,NV_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_COL_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ08,M_JEANS,M_COL_JEANS,D_GRY,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HJ08,M_JEANS,M_COL_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ08,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_COL_JEANS,L_GRY,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HJ08,M_JEANS,M_COL_JEANS,M_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_COL_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HJ08,M_JEANS,M_COL_JEANS,BEG,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ08,M_JEANS,M_COL_JEANS,GRY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HJ08,M_JEANS,M_COL_JEANS,BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_COL_JEANS,OL_GRN,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ08,M_JEANS,M_COL_JEANS,PST,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ08,M_JEANS,M_COL_JEANS,S_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_JGR_JEANS,D_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_JGR_JEANS,D_GRY,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HJ08,M_JEANS,M_JGR_JEANS,L_GRY,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
HJ08,M_JEANS,M_JGR_JEANS,OL_GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,M_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HJ08,M_JEANS,M_JGR_JEANS,M_GRY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HJ08,M_JEANS,M_JGR_JEANS,BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ08,M_JEANS,M_JGR_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ08,M_JEANS,M_JGR_JEANS,GRY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HJ08,M_JEANS,M_JGR_JEANS,S_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ08,M_JEANS,M_JGR_JEANS,OLV,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ09,M_JEANS,M_BLK_JEANS,BLK,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%,91%
HJ09,M_JEANS,M_BLK_JEANS,D_BL,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ09,M_JEANS,M_BLK_JEANS,L_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,M_BL,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ09,M_JEANS,M_BLK_JEANS,M_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLK_JEANS,GRY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ09,M_JEANS,M_BLK_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,BLK,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ09,M_JEANS,M_BLU_JEANS,D_BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HJ09,M_JEANS,M_BLU_JEANS,L_BL,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HJ09,M_JEANS,M_BLU_JEANS,M_BL,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%
HJ09,M_JEANS,M_BLU_JEANS,M_GRY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ09,M_JEANS,M_BLU_JEANS,S_BL,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HJ09,M_JEANS,M_BLU_JEANS,BL,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HJ09,M_JEANS,M_BLU_JEANS,D_GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,GRY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_BLU_JEANS,GRN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,NV_BL,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HJ09,M_JEANS,M_COL_JEANS,OLV,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ09,M_JEANS,M_COL_JEANS,D_GRY,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HJ09,M_JEANS,M_COL_JEANS,BLK,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HJ09,M_JEANS,M_COL_JEANS,D_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ09,M_JEANS,M_COL_JEANS,L_BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ09,M_JEANS,M_COL_JEANS,L_GRY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HJ09,M_JEANS,M_COL_JEANS,M_BL,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HJ09,M_JEANS,M_COL_JEANS,M_GRY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HJ09,M_JEANS,M_COL_JEANS,BEG,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HJ09,M_JEANS,M_COL_JEANS,GRY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HJ09,M_JEANS,M_COL_JEANS,BL,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HJ09,M_JEANS,M_COL_JEANS,OL_GRN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
